cust_id,balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure,avg_purchase,total_transactions,balance_group,normalized_balance
C13673,2681.041081,1.0,0.0,0.0,0.0,1865.578447,0.0,0.0,0.0,0.083333,1,0,7000.0,2806.574314,698.295365,0.0,12,,1,Medium,0.2871934497518898
C13674,158.657744,0.909091,752.0,752.0,0.0,0.0,0.25,0.25,0.0,0.0,0,4,2500.0,865.171658,161.710712,0.0,12,188.0,4,Low,0.016995437015913523
C13675,4359.963222,1.0,0.0,0.0,0.0,2763.612473,0.0,0.0,0.0,0.583333,22,0,5000.0,1878.873999,3194.138435,0.0,12,,22,Medium,0.4670397956194334
C13676,803.033404,1.0,0.0,0.0,0.0,1785.847822,0.0,0.0,0.0,0.25,5,0,3400.0,483.890558,262.163584,0.0,12,,5,Low,0.08602103682601611
C13677,1245.943963,1.0,5848.55,3843.33,2005.22,0.0,1.0,1.0,1.0,0.0,0,73,5000.0,4833.588891,271.982369,0.0,12,80.11712328767123,73,Medium,0.13346567028284598
C13678,149.540627,0.636364,656.16,186.9,469.26,901.458485,0.583333,0.166667,0.5,0.083333,1,19,3000.0,226.55628,167.090135,0.0,12,34.53473684210526,20,Low,0.016018810323552294
C13679,1140.805503,1.0,1296.47,1060.24,236.23,490.16229,1.0,0.75,0.833333,0.333333,5,32,1800.0,287.539782,299.883459,0.0,12,40.5146875,37,Medium,0.12220322553964995
C13680,33.117601,0.909091,157.61,157.61,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,1800.0,173.321501,135.658586,0.142857,12,19.70125,8,Low,0.0035475614850142747
C13681,6.690484,0.272727,133.2,0.0,133.2,0.0,0.333333,0.0,0.25,0.0,0,4,2500.0,418.446951,42.250987,0.0,12,33.3,4,Low,0.0007166854674800945
C13682,536.846283,0.727273,2660.21,2565.24,94.97,0.0,0.666667,0.416667,0.416667,0.0,0,13,4000.0,931.515333,199.627117,0.0,12,204.63153846153847,13,Low,0.057507039744330316
C13683,143.025504,1.0,1312.35,1312.35,0.0,0.0,0.916667,0.916667,0.0,0.0,0,12,300.0,1212.60088,178.466749,0.5,12,109.3625,12,Low,0.015320909547921516
C13684,0.0,0.0,339.85,339.85,0.0,103.334378,1.0,1.0,0.0,0.083333,1,12,6500.0,432.927281,864.2065423050826,0.0,12,28.320833333333336,13,,0.0
C13685,5611.762916,1.0,4395.2,810.2,3585.0,1270.995476,0.75,0.416667,0.416667,0.25,4,22,10000.0,2697.38636,1264.58408,0.0,12,199.78181818181818,26,High,0.6011327325259156
C13686,216.842907,0.909091,2480.88,279.09,2201.79,0.0,1.0,0.25,0.833333,0.0,0,36,7000.0,2897.619018,141.539131,0.3,12,68.91333333333334,36,Low,0.023228238819947504
C13687,1400.189725,1.0,0.0,0.0,0.0,48.568786,0.0,0.0,0.0,0.090909,1,0,1500.0,292.26428,636.964586,0.0,11,,1,Medium,0.1499884952452543
C13688,63.264922,0.818182,849.57,0.0,849.57,0.0,0.75,0.0,0.75,0.0,0,9,4000.0,886.592905,123.424741,0.636364,12,94.39666666666668,9,Low,0.006776946211763112
C13689,2473.466078,1.0,0.0,0.0,0.0,944.4812,0.0,0.0,0.0,0.272727,3,0,2500.0,156.061607,10474.56452,0.0,11,,3,Medium,0.26495798994625586
C13690,544.423104,1.0,710.19,381.03,329.16,0.0,0.75,0.333333,0.5,0.0,0,14,1800.0,1453.969557,242.240752,0.0,12,50.72785714285715,14,Low,0.05831866974006725
C13691,1.869435,0.454545,0.24,0.24,0.0,0.0,0.083333,0.083333,0.0,0.0,0,0,3000.0,150.381107,53.294711,0.0,12,0.0,0,Low,0.00020025410671315415
C13692,1395.011267,0.636364,0.0,0.0,0.0,4781.140751,0.0,0.0,0.0,0.454545,10,0,5500.0,1719.426611,467.183345,0.0,11,,10,Medium,0.14943377818852777
C13693,3221.717702,1.0,0.0,0.0,0.0,935.750295,0.0,0.0,0.0,0.083333,4,0,4500.0,5058.385272,1103.84347,0.083333,12,,4,Medium,0.3451107957730361
C13694,1772.323491,1.0,574.14,146.0,428.14,2318.489037,0.833333,0.166667,0.75,0.916667,34,15,7500.0,2663.779785,404.810009,0.0,12,38.275999999999996,49,Medium,0.18985150994655814
C13695,899.526526,0.714286,0.0,0.0,0.0,1363.827125,0.0,0.0,0.0,0.142857,2,0,1500.0,202.25573,168.184085,0.0,7,,2,Low,0.0963573919012519
C13696,47.872617,0.818182,649.0,147.42,501.58,0.0,0.75,0.166667,0.666667,0.0,0,19,6000.0,624.293646,191.993448,0.875,12,34.1578947368421,19,Low,0.005128120610428262
C13697,253.08362,0.181818,0.0,0.0,0.0,1654.916972,0.0,0.0,0.0,0.083333,1,0,1800.0,0.0,864.2065423050826,0.0,12,,1,Low,0.027110348445830615
C13698,3053.311301,1.0,1889.8,1242.9,646.9,182.209576,0.666667,0.583333,0.416667,0.083333,1,27,8800.0,1789.470663,988.843416,0.0,12,69.99259259259259,28,Medium,0.32707108142242636
C13699,592.171152,1.0,0.0,0.0,0.0,1058.554385,0.0,0.0,0.0,0.142857,3,0,1800.0,216.539488,124.816467,0.142857,7,,3,Low,0.063433446503922
C13701,286.264356,0.857143,27.51,27.51,0.0,871.199257,0.142857,0.142857,0.0,0.428571,3,1,500.0,733.901545,122.83519,0.25,7,27.51,4,Low,0.030664672959796063
C13702,7.056933,0.636364,85.8,0.0,85.8,0.0,0.333333,0.0,0.25,0.0,0,4,2400.0,132.51377,118.67516,0.333333,12,21.45,4,Low,0.0007559395293495517
C13703,135.765325,1.0,3997.03,3943.93,53.1,99.079907,0.5,0.166667,0.333333,0.083333,1,7,5600.0,3741.698029,206.505497,0.0,12,571.0042857142857,8,Low,0.014543198282099165
C13704,30.93853,0.909091,232.89,0.0,232.89,0.0,0.416667,0.0,0.333333,0.0,0,10,16000.0,86.660547,90.167861,0.1,12,23.288999999999998,10,Low,0.003314139131966675
C13705,35.382803,0.545455,359.84,0.0,359.84,0.0,0.416667,0.0,0.333333,0.0,0,9,5000.0,503.91361,135.328767,0.75,12,39.98222222222222,9,Low,0.0037902102013562984
C13706,242.901961,0.636364,790.39,540.77,249.62,3866.409521,0.75,0.166667,0.583333,0.333333,7,16,10000.0,3774.471563,121.14295,0.3,12,49.399375,23,Low,0.026019687883734075
C13707,1678.85258,1.0,0.0,0.0,0.0,551.890714,0.0,0.0,0.0,0.083333,2,0,1800.0,360.416137,545.158224,0.0,12,,2,Medium,0.17983889448468343
C13708,1344.353594,1.0,0.0,0.0,0.0,661.025022,0.0,0.0,0.0,0.181818,3,0,1500.0,266.795469,456.289689,0.0,11,,3,Medium,0.14400732203745426
C13709,1503.884481,1.0,3296.52,2988.63,307.89,842.262706,0.916667,0.5,0.75,0.166667,2,38,2300.0,4922.59119,828.828133,0.083333,12,86.75052631578947,40,Medium,0.16109629023872477
C13710,132.471933,1.0,1767.75,500.0,1267.75,0.0,0.916667,0.083333,0.833333,0.0,0,12,6000.0,1757.458646,169.684838,1.0,12,147.3125,12,Low,0.014190409726724817
C13711,3516.835582,1.0,4019.73,1932.75,2086.98,0.0,0.916667,0.916667,1.0,0.0,0,73,12000.0,3376.57379,910.942173,0.0,12,55.06479452054795,73,Medium,0.37672385931067176
C13712,838.594895,0.636364,258.49,258.49,0.0,2220.225056,0.181818,0.181818,0.0,0.363636,6,2,2000.0,2670.428981,988.159544,0.0,11,129.245,8,Low,0.08983038810787018
C13713,93.672733,1.0,674.3,69.5,604.8,0.0,1.0,0.166667,1.0,0.0,0,26,5400.0,812.396962,194.901529,0.083333,12,25.934615384615384,26,Low,0.010034234659292672
C13714,1106.910402,1.0,515.98,286.81,229.17,0.0,0.5,0.166667,0.416667,0.0,0,7,12000.0,1867.692351,283.339719,0.0,12,73.71142857142857,7,Medium,0.11857237815918091
C13715,13.173883,0.272727,1243.48,643.44,600.04,0.0,0.833333,0.25,0.583333,0.0,0,24,4800.0,1490.981521,17.053725,0.0,12,51.81166666666667,24,Low,0.0014111879643360734
C13717,4157.933876,1.0,929.2,631.4,297.8,2592.238013,0.583333,0.333333,0.25,0.583333,8,12,8000.0,934.634439,1076.539881,0.0,12,77.43333333333334,20,Medium,0.4453983872724875
C13718,3789.302616,1.0,49.98,0.0,49.98,0.0,0.166667,0.0,0.166667,0.0,0,3,8500.0,1046.938327,1131.579706,0.0,12,16.66,3,Medium,0.40591056144391124
C13719,41.143328,1.0,239.23,239.23,0.0,0.0,0.583333,0.583333,0.0,0.0,0,7,6000.0,309.734225,149.956376,0.083333,12,34.175714285714285,7,Low,0.0044072783465840225
C13720,2843.642245,1.0,116.75,116.75,0.0,229.950859,0.166667,0.166667,0.0,0.083333,2,5,3000.0,830.607554,707.607834,0.0,12,23.35,7,Medium,0.3046113064023426
C13721,150.351606,1.0,352.92,352.92,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,3100.0,0.0,864.2065423050826,0.0,12,88.23,4,Low,0.016105682493597322
C13722,477.81804,1.0,515.6,515.6,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,7500.0,610.621157,277.826134,0.0,12,103.12,5,Low,0.051183927107190226
C13723,294.338354,1.0,1851.48,0.0,1851.48,0.0,1.0,0.0,1.0,0.0,0,12,1400.0,1479.799263,197.087803,0.0,12,154.29,12,Low,0.031529560616812106
C13724,58.811557,0.636364,370.0,370.0,0.0,19.719684,0.083333,0.083333,0.0,0.083333,1,1,1200.0,1483.573731,144.531014,0.090909,12,370.0,2,Low,0.006299901206217252
C13725,4476.972577,1.0,360.95,231.0,129.95,840.962414,0.454545,0.181818,0.272727,0.363636,11,9,7500.0,2230.331576,1484.636709,0.0,11,40.105555555555554,20,Medium,0.47957385209243575
C13726,6851.036206,1.0,669.93,203.19,466.74,4588.030733,0.75,0.083333,0.666667,0.583333,14,11,9500.0,2499.79919,1746.510786,0.0,12,60.90272727272727,25,High,0.7338838394980337
C13727,4229.914629,0.909091,1631.85,1631.85,0.0,4350.228299,0.416667,0.416667,0.0,0.083333,1,9,10000.0,6211.694188,1157.178012,0.0,12,181.31666666666666,10,Medium,0.4531089743710254
C13728,11.799054,0.5,77.36,0.0,77.36,0.0,0.5,0.0,0.375,0.0,0,4,1200.0,103.635381,117.664686,1.0,8,19.34,4,Low,0.0012639161130663908
C13729,17.125776,0.727273,95.76,0.0,95.76,0.0,0.583333,0.0,0.583333,0.0,0,7,4000.0,116.956664,135.178047,0.222222,12,13.680000000000001,7,Low,0.0018345152276755137
C13730,107.536958,1.0,555.0,0.0,555.0,0.0,1.0,0.0,0.833333,0.0,0,6,1000.0,313.879828,48.96697,0.0,6,92.5,6,Low,0.011519372143422999
C13731,1624.004773,1.0,0.0,0.0,0.0,223.285625,0.0,0.0,0.0,0.25,5,0,1800.0,781.308189,489.267058,0.0,12,,5,Medium,0.1739635906651013
C13732,4226.8188,1.0,0.0,0.0,0.0,3425.647464,0.0,0.0,0.0,0.416667,8,0,7000.0,1226.710941,1281.843775,0.0,12,,8,Medium,0.45277734878846615
C13733,47.722183,0.636364,440.37,105.0,335.37,0.0,0.583333,0.083333,0.5,0.0,0,8,1200.0,674.726783,168.430684,0.8,12,55.04625,8,Low,0.005112006101879269
C13734,971.268179,0.777778,2336.32,1845.99,490.33,0.0,0.777778,0.777778,0.555556,0.0,0,31,4000.0,299.485824,252.187792,0.0,9,75.36516129032259,31,Low,0.10404236657843514
C13735,33.015501,0.727273,295.56,108.0,187.56,0.0,0.666667,0.166667,0.5,0.0,0,9,3000.0,301.892766,165.877993,0.625,12,32.84,9,Low,0.0035366245204793145
C13736,383.921461,1.0,6598.29,6598.29,0.0,0.0,1.0,1.0,0.0,0.0,0,102,9500.0,4371.05477,229.880036,0.916667,12,64.68911764705882,102,Low,0.04112571403689567
C13737,1725.950669,0.727273,268.0,0.0,268.0,5074.475131,0.333333,0.0,0.25,0.166667,3,4,4500.0,8167.082676,760.852947,0.142857,12,67.0,7,Medium,0.18488404756066182
C13738,288.525281,1.0,341.7,341.7,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1000.0,246.925425,237.035886,0.0,12,341.7,1,Low,0.03090686352337299
C13739,169.925245,1.0,2000.0,0.0,2000.0,0.0,0.916667,0.0,0.833333,0.0,0,21,7000.0,1862.047167,171.958681,0.909091,12,95.23809523809524,21,Low,0.018202413106360404
C13740,1827.921694,1.0,3626.09,3626.09,0.0,1280.42318,1.0,1.0,0.0,0.166667,2,15,6000.0,1962.883537,462.098001,0.0,12,241.73933333333335,17,Medium,0.1958071962777874
C13741,5368.192094,1.0,4050.01,3863.11,186.9,4843.394482,0.666667,0.583333,0.166667,0.416667,13,32,13000.0,14290.99627,1337.235636,0.0,12,126.5628125,45,High,0.5750413961697446
C13742,854.739785,1.0,0.0,0.0,0.0,298.390512,0.0,0.0,0.0,0.083333,1,0,7000.0,1397.280901,249.103542,0.0,12,,1,Low,0.09155983070680095
C13743,66.73904,0.545455,0.0,0.0,0.0,325.379938,0.0,0.0,0.0,0.083333,3,0,2500.0,610.793225,110.712542,0.0,12,,3,Low,0.007149094158445447
C13744,7064.55047,1.0,0.0,0.0,0.0,11582.49911,0.0,0.0,0.0,0.75,38,0,11500.0,7964.175992,1607.124085,0.0,12,,38,High,0.7567555136711591
C13745,739.124439,0.727273,380.8,323.0,57.8,983.2321,0.416667,0.25,0.25,0.083333,2,7,4500.0,464.271303,211.836739,0.0,12,54.4,9,Low,0.07917510064902294
C13746,1001.543878,1.0,2577.1,720.1,1857.0,2241.427898,1.0,0.666667,0.666667,0.416667,7,49,15500.0,3875.419446,327.217973,0.090909,12,52.593877551020405,56,Medium,0.10728550317230512
C13747,6743.544354,1.0,1437.65,317.5,1120.15,1957.772343,0.75,0.166667,0.583333,0.25,9,20,8000.0,1585.561354,1696.945451,0.0,12,71.88250000000001,29,High,0.7223692991148685
C13748,5342.348915,1.0,0.0,0.0,0.0,8075.196634,0.0,0.0,0.0,0.333333,7,0,6000.0,6335.002819,938.210823,0.111111,9,,7,High,0.5722730716624612
C13749,980.034696,1.0,275.0,0.0,275.0,0.0,0.916667,0.0,0.916667,0.0,0,11,1000.0,537.693669,649.808406,0.0,12,25.0,11,Low,0.10498143695575272
C13750,2374.665105,1.0,339.82,339.82,0.0,1434.174341,0.166667,0.166667,0.0,0.333333,4,3,6000.0,622.389567,604.704131,0.0,12,113.27333333333333,7,Medium,0.254374417588562
C13751,633.396401,1.0,0.0,0.0,0.0,1330.106689,0.0,0.0,0.0,0.166667,2,0,1500.0,116.50071,171.747655,0.0,12,,2,Low,0.06784950023808357
C13752,2899.032432,0.857143,0.0,0.0,0.0,3431.707208,0.0,0.0,0.0,0.571429,7,0,4000.0,407.402983,636.954252,0.0,7,,7,Medium,0.3105447100341134
C13753,2671.282197,1.0,2307.35,2165.12,142.23,0.0,0.833333,0.833333,0.25,0.0,0,31,7500.0,645.688177,623.12516,0.0,12,74.43064516129031,31,Medium,0.28614807689969796
C13754,1138.314061,1.0,470.17,470.17,0.0,553.632474,0.25,0.25,0.0,0.083333,1,3,2100.0,0.0,864.2065423050826,0.0,12,156.72333333333333,4,Medium,0.12193634196673213
C13755,8700.079439,1.0,20421.59,16864.56,3557.03,0.0,1.0,1.0,1.0,0.0,0,204,17000.0,13002.30393,2746.592199,0.083333,12,100.10583333333334,204,High,0.931953577626622
C13756,1278.671515,1.0,229.0,229.0,0.0,1444.251462,0.166667,0.166667,0.0,0.25,10,3,1600.0,410.259989,456.099234,0.083333,12,76.33333333333333,13,Medium,0.1369714496710934
C13757,1375.25356,1.0,0.0,0.0,0.0,142.304216,0.0,0.0,0.0,0.083333,1,0,1500.0,364.444624,404.839423,0.0,12,,1,Medium,0.1473173301890064
C13758,4496.709257,1.0,945.26,945.26,0.0,0.0,0.25,0.25,0.0,0.0,0,4,9500.0,1149.199704,1093.331983,0.0,12,236.315,4,Medium,0.4816880476771357
C13759,955.117067,1.0,0.0,0.0,0.0,3798.701398,0.0,0.0,0.0,0.5,13,0,4500.0,2413.364689,284.390966,0.0,12,,13,Low,0.1023122574781005
C13760,1390.597054,1.0,724.4,724.4,0.0,0.0,0.5,0.5,0.0,0.0,0,9,7000.0,998.57171,432.987767,0.0,12,80.48888888888888,9,Medium,0.14896092715002865
C13761,1330.585412,1.0,304.6,304.6,0.0,0.0,1.0,1.0,0.0,0.0,0,12,8000.0,1310.489719,385.183578,0.0,12,25.383333333333336,12,Medium,0.14253247269127525
C13762,177.592802,1.0,1471.55,1471.55,0.0,0.0,1.0,1.0,0.0,0.0,0,25,25000.0,1389.167981,262.826661,0.916667,12,58.861999999999995,25,Low,0.019023762753557123
C13763,19.104261,0.636364,322.77,0.0,322.77,0.0,0.583333,0.0,0.5,0.0,0,7,5300.0,409.550536,174.81905,0.857143,12,46.11,7,Low,0.0020464507837768893
C13764,1593.708884,1.0,1676.78,33.68,1643.1,1370.18527,1.0,0.083333,1.0,0.166667,2,38,1800.0,1542.745936,1458.898338,0.0,12,44.12578947368421,40,Medium,0.17071829131595256
C13765,5.006737,1.0,100.3,100.3,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5000.0,188.823702,16.853858,0.0,12,100.3,1,Low,0.0005363222821241163
C13767,531.349404,1.0,1599.02,817.8,781.22,0.0,1.0,0.25,1.0,0.0,0,46,8000.0,1369.654983,200.078137,0.0,12,34.76130434782608,46,Low,0.05691821339099079
C13768,1184.529629,1.0,467.32,0.0,467.32,2337.837011,1.0,0.0,1.0,0.583333,7,25,6500.0,903.639776,340.000899,0.083333,12,18.6928,32,Medium,0.12688695928484217
C13769,16.068323,0.636364,182.8,79.0,103.8,0.0,0.333333,0.083333,0.25,0.0,0,4,1200.0,294.668739,108.486655,0.571429,12,45.7,4,Low,0.0017212407324905274
C13770,6644.82923,1.0,0.0,0.0,0.0,2557.006793,0.0,0.0,0.0,0.25,9,0,7600.0,1648.570068,2284.360915,0.0,12,,9,High,0.7117949229125944
C13771,2803.663441,1.0,81.41,0.0,81.41,0.0,0.5,0.0,0.5,0.0,0,6,3000.0,839.354624,967.565584,0.0,12,13.568333333333333,6,Medium,0.3003287720096088
C13772,3743.771094,1.0,368.44,128.67,239.77,1428.188333,0.9,0.2,0.7,0.3,3,11,7000.0,748.149925,767.438566,0.0,10,33.49454545454545,14,Medium,0.4010332192173025
C13773,5970.705432,1.0,6091.51,2071.52,4019.99,0.0,1.0,0.666667,1.0,0.0,0,111,8500.0,2516.606708,1333.818771,0.0,12,54.87846846846847,111,High,0.6395826989077112
C13774,49.789963,1.0,700.0,0.0,700.0,0.0,1.0,0.0,0.9,0.0,0,10,1000.0,658.47788,160.909873,1.0,10,70.0,10,Low,0.005333506949343516
C13775,1013.706876,1.0,2143.28,227.12,1916.16,3610.57243,0.916667,0.333333,0.583333,0.083333,1,34,7500.0,2945.957395,290.544441,0.0,12,63.03764705882354,35,Medium,0.10858840501133343
C13776,1544.279694,1.0,0.0,0.0,0.0,472.46147,0.0,0.0,0.0,0.416667,8,0,1600.0,771.903463,704.457126,0.0,12,,8,Medium,0.16542343041466168
C13777,78.402006,1.0,233.34,0.0,233.34,0.0,0.833333,0.0,0.833333,0.0,0,10,3100.0,278.825852,202.802547,0.0,12,23.334,10,Low,0.008398432508244123
C13778,712.91077,1.0,602.3,413.99,188.31,0.0,1.0,1.0,0.666667,0.0,0,26,7500.0,455.465188,205.19717,0.0,12,23.165384615384614,26,Low,0.07636708920745407
C13779,916.961442,1.0,156.5,156.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,3,1200.0,238.956831,440.543925,0.0,12,52.166666666666664,3,Low,0.09822502224368096
C13780,837.142436,1.0,5344.92,3666.78,1678.14,0.0,1.0,0.916667,1.0,0.0,0,157,8500.0,4522.48655,222.642044,0.0,12,34.04407643312102,157,Low,0.08967480052146976
C13781,6468.426706,1.0,277.7,277.7,0.0,4440.766432,0.666667,0.666667,0.0,0.333333,6,8,10000.0,1544.782363,1970.75409,0.0,12,34.7125,14,High,0.6928986628845294
C13782,35.460649,0.909091,378.58,378.58,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,2000.0,388.874728,47.739871,0.0,12,189.29,2,Low,0.00379854907443356
C13783,611.983643,1.0,0.0,0.0,0.0,2189.894057,0.0,0.0,0.0,0.166667,2,0,1700.0,2714.119535,232.12183,0.25,12,,2,Low,0.06555576297224928
C13784,561.974673,1.0,2930.99,2279.0,651.99,0.0,0.75,0.333333,0.666667,0.0,0,20,4000.0,510.35919,262.710453,0.0,12,146.5495,20,Low,0.06019879596617797
C13785,2403.175046,1.0,0.0,0.0,0.0,906.383436,0.0,0.0,0.0,0.333333,15,0,2500.0,1089.627935,1784.183581,0.0,12,,15,Medium,0.2574284059686874
C13786,658.123447,1.0,1294.09,712.68,581.41,106.899407,1.0,0.5,1.0,0.083333,1,62,4000.0,1803.332627,176.771849,0.0,12,20.87241935483871,63,Low,0.07049826444137766
C13787,502.399014,0.428571,0.0,0.0,0.0,1392.472408,0.0,0.0,0.0,0.285714,4,0,1500.0,0.0,864.2065423050826,0.0,7,,4,Low,0.05381704405991085
C13788,743.38993,0.7,1530.63,1530.63,0.0,0.0,0.2,0.2,0.0,0.0,0,4,3000.0,393.615017,192.211742,0.0,10,382.6575,4,Low,0.07963202056862324
C13789,284.510677,0.818182,83.2,83.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6500.0,1033.94329,146.825436,0.090909,12,83.2,1,Low,0.03047681865001443
C13790,1418.854925,1.0,0.0,0.0,0.0,121.072144,0.0,0.0,0.0,0.083333,1,0,1500.0,275.722064,408.666535,0.0,12,,1,Medium,0.15198791376080706
C13791,5629.224986,1.0,3382.96,3382.96,0.0,553.500582,1.0,1.0,0.0,0.166667,3,42,10500.0,1537.649319,1279.024775,0.0,12,80.54666666666667,45,High,0.6030032716081585
C13792,1210.573775,1.0,2077.09,1578.62,498.47,0.0,1.0,1.0,0.5,0.0,0,20,1500.0,879.902552,525.459448,0.0,10,103.8545,20,Medium,0.12967681140183845
C13793,2784.364948,1.0,1178.31,1178.31,0.0,0.0,0.583333,0.583333,0.0,0.0,0,8,8500.0,4188.764712,776.323383,0.0,12,147.28875,8,Medium,0.29826151507014576
C13794,283.899006,1.0,818.69,519.49,299.2,947.496827,0.833333,0.166667,0.75,0.083333,1,15,8000.0,4618.241,199.905433,0.0,12,54.57933333333334,16,Low,0.030411296377398728
C13796,105.216147,1.0,1445.55,1135.55,310.0,0.0,1.0,1.0,0.416667,0.0,0,32,13500.0,1267.655533,179.377143,0.9,12,45.1734375,32,Low,0.011270766584173782
C13797,41.080375,0.818182,280.0,0.0,280.0,0.0,0.666667,0.0,0.666667,0.0,0,8,9000.0,479.765654,140.712772,0.5,12,35.0,8,Low,0.004400534813495195
C13798,954.260731,1.0,611.08,567.32,43.76,0.0,0.833333,0.666667,0.083333,0.0,0,14,3500.0,795.002019,189.893901,0.0,12,43.64857142857143,14,Low,0.10222052666064692
C13799,5779.287938,1.0,5233.92,3277.47,1956.45,0.0,1.0,0.75,1.0,0.0,0,61,6000.0,3555.592453,4277.740666,0.0,12,85.80196721311475,61,High,0.6190780334498374
C13800,6727.925578,1.0,1694.48,1457.48,237.0,5881.182495,0.5,0.5,0.166667,0.333333,10,14,7000.0,0.0,864.2065423050826,0.0,6,121.03428571428572,24,High,0.7206962139122095
C13801,1092.570471,1.0,624.36,0.0,624.36,0.0,1.0,0.0,1.0,0.0,0,24,1000.0,653.319911,1210.133021,0.0,12,26.015,24,Medium,0.11703628298992749
C13802,3012.178613,1.0,27790.42,14605.99,13184.43,469.074937,1.0,0.666667,1.0,0.083333,1,79,12000.0,27839.82354,569.401398,0.727273,12,351.77746835443037,80,Medium,0.3226649428339486
C13803,148.511058,0.363636,562.24,349.0,213.24,0.0,0.333333,0.083333,0.25,0.0,0,5,9000.0,18.208604,74.16386,0.0,12,112.44800000000001,5,Low,0.015908522765870663
C13804,2360.086196,1.0,0.0,0.0,0.0,921.067126,0.0,0.0,0.0,0.333333,5,0,9000.0,617.359054,569.1152,0.0,12,,5,Medium,0.25281272306660896
C13805,28.909122,1.0,177.05,0.0,177.05,0.0,0.5,0.0,0.333333,0.0,0,5,1200.0,165.005267,88.205007,0.0,6,35.410000000000004,5,Low,0.0030967486978534116
C13806,3993.254745,1.0,2049.97,843.7,1206.27,373.338524,1.0,0.583333,1.0,0.333333,5,68,5200.0,1089.826018,974.979137,0.0,12,30.14661764705882,73,Medium,0.4277579385418799
C13807,110.98472,0.909091,150.0,0.0,150.0,559.653063,0.083333,0.0,0.083333,0.166667,3,1,2000.0,731.165077,103.635405,0.111111,12,150.0,4,Low,0.01188869683214957
C13809,72.02566,1.0,222.6,222.6,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,7500.0,390.258331,147.64645,0.0,12,55.65,4,Low,0.007715397541891191
C13810,224.313303,1.0,2426.96,859.5,1567.46,0.0,0.75,0.25,0.5,0.0,0,16,17500.0,1660.462764,214.351604,0.0,12,151.685,16,Low,0.024028468556618485
C13811,2233.485479,1.0,0.0,0.0,0.0,99.651002,0.0,0.0,0.0,0.083333,1,0,5000.0,536.029708,527.131185,0.0,12,,1,Medium,0.2392512387186215
C13812,423.479877,1.0,1944.47,1021.09,923.38,0.0,1.0,1.0,0.666667,0.0,0,45,11500.0,1768.256214,206.145472,0.0,12,43.21044444444445,45,Low,0.04536321641545782
C13813,3265.116481,0.727273,2147.01,0.0,2147.01,0.0,1.0,0.0,1.0,0.0,0,60,8000.0,8481.013758,2978.655593,0.0,12,35.783500000000004,60,Medium,0.34975967830764504
C13814,3341.352075,1.0,192.96,0.0,192.96,917.200952,1.0,0.0,1.0,0.333333,10,12,3500.0,1136.740187,1603.866129,0.0,12,16.080000000000002,22,Medium,0.3579260444964757
C13815,30.186422,0.909091,345.99,120.0,225.99,0.0,0.666667,0.25,0.583333,0.0,0,15,9000.0,99.876601,149.179856,0.083333,12,23.066,15,Low,0.003233573230669322
C13816,6943.433775,1.0,3513.64,3513.64,0.0,0.0,0.833333,0.833333,0.0,0.0,0,7,8000.0,879.211422,804.71261,0.0,6,501.9485714285714,7,High,0.7437814784330928
C13819,980.370868,1.0,699.33,0.0,699.33,0.0,1.0,0.0,1.0,0.0,0,23,1000.0,1002.591557,947.930858,0.0,12,30.405652173913044,23,Low,0.10501744774166502
C13820,142.833472,1.0,1400.18,85.0,1315.18,0.0,0.916667,0.083333,0.833333,0.0,0,22,3000.0,1575.110682,154.612528,0.636364,12,63.64454545454546,22,Low,0.015300339056505477
C13821,3177.742619,1.0,153.72,153.72,0.0,0.0,0.416667,0.416667,0.0,0.0,0,5,3500.0,1078.780479,780.955903,0.0,12,30.744,5,Medium,0.34040017948319357
C13822,1751.368315,1.0,0.0,0.0,0.0,2811.456765,0.0,0.0,0.0,0.333333,12,0,6000.0,3898.309616,619.053896,0.0,12,,12,Medium,0.1876067889207418
C13823,35.550618,1.0,458.15,0.0,458.15,0.0,1.0,0.0,0.909091,0.0,0,22,1000.0,402.170167,158.977495,0.666667,11,20.825,22,Low,0.0038081865647591807
C13824,1239.927866,1.0,1520.0,770.0,750.0,898.218922,1.0,0.333333,0.916667,0.25,7,25,1400.0,2393.323514,1561.256041,0.090909,12,60.8,32,Medium,0.13282122523360132
C13825,2692.671422,1.0,13013.5,9849.05,3164.45,0.0,1.0,1.0,0.833333,0.0,0,200,7000.0,11250.01917,723.647022,0.0,12,65.0675,200,Medium,0.2884392933076831
C13826,3562.624897,1.0,244.5,244.5,0.0,3815.281397,0.083333,0.083333,0.0,0.166667,3,2,5500.0,1402.591743,914.737883,0.0,12,122.25,5,Medium,0.3816288163550901
